Susceptible,Infected,Recovered,Time
0.01525399999999999,0.005230000000000002,0.010023999999999998,0.1
0.014737,0.004910699999999997,0.009826000000000001,0.2
0.014185999999999921,0.004569400000000001,0.0096165,0.3
0.013602000000000003,0.0042057,0.009395999999999995,0.4
0.012982000000000049,0.0038189,0.009162799999999999,0.5
0.012326999999999977,0.003409600000000002,0.0089172,0.6
0.011633000000000004,0.0029753,0.008658600000000002,0.7
0.010901999999999967,0.002516299999999999,0.008385300000000005,0.8
0.010131000000000001,0.002033199999999999,0.008098600000000004,0.9
0.009320000000000106,0.0015232999999999983,0.0077959000000000014,1.0
0.008465999999999974,0.0009879999999999958,0.007478400000000003,1.1
0.007570999999999994,0.0004255999999999982,0.007144500000000005,1.2
0.0066310000000000535,0.0001633000000000051,0.006794300000000003,1.3
0.005645000000000011,0.0007805999999999993,0.006425300000000002,1.4
0.004612999999999978,0.001425799999999998,0.006039499999999996,1.5
0.0035330000000000084,0.002100600000000001,0.005634300000000002,1.6
0.0024040000000000727,0.0028057000000000012,0.005208900000000002,1.7
0.0012250000000000316,0.0035397,0.004764400000000002,1.8
7.000000000090267e-06,0.004305299999999998,0.004298099999999999,1.9
0.0012910000000000421,0.005102100000000005,0.0038112000000000007,2.0
0.00262999999999991,0.0059308,0.0033007999999999996,2.1
0.004024999999999945,0.006793100000000003,0.0027681000000000025,2.2
0.005476000000000036,0.0076875,0.0022112000000000034,2.3
0.0069869999999999655,0.008615699999999997,0.0016292000000000043,2.4
0.008555999999999897,0.009579299999999999,0.0010223000000000038,2.5
0.010187000000000057,0.010576800000000004,0.00038960000000000383,2.6
0.011880000000000002,0.011608799999999996,0.0002707999999999877,2.7
0.01363700000000001,0.012677799999999996,0.0009589000000000125,2.8
0.015457999999999972,0.013782300000000004,0.0016755999999999993,2.9
0.017345999999999973,0.014923799999999994,0.002421699999999999,3.0
0.019300000000000095,0.016101699999999997,0.003198300000000001,3.1
0.02132299999999998,0.0173173,0.004005300000000003,3.2
0.023415999999999992,0.018569999999999996,0.004845700000000008,3.3
0.02557799999999999,0.0198611,0.0057183000000000095,3.4
0.027813000000000088,0.021188699999999998,0.0066243,3.5
0.030121000000000064,0.022555199999999997,0.007564500000000002,3.6
0.03250199999999992,0.023960500000000003,0.008541000000000007,3.7
0.034957000000000016,0.025402799999999996,0.009553699999999998,3.8
0.03748800000000008,0.0268831,0.010603600000000005,3.9
0.04009399999999996,0.0284021,0.01169160000000001,4.0
0.042776999999999954,0.0299578,0.012818900000000008,4.1
0.04553700000000005,0.031550999999999996,0.01398619999999999,4.2
0.048374999999999946,0.033181199999999994,0.015193600000000002,4.3
0.05128999999999995,0.034848199999999996,0.0164421,4.4
0.05428500000000003,0.0365513,0.0177335,4.5
0.05735699999999999,0.03828909999999999,0.019067900000000013,4.6
0.060508999999999924,0.0400627,0.020446199999999998,4.7
0.06373799999999996,0.041867999999999995,0.021869200000000005,4.8
0.06704600000000005,0.043708000000000004,0.023337899999999995,4.9
0.07043299999999997,0.04557900000000001,0.024853,5.0
0.07389699999999999,0.047480999999999995,0.026415999999999995,5.1
0.077438,0.04941200000000001,0.02802600000000001,5.2
0.08105600000000002,0.051371,0.029683,5.3
0.08474800000000005,0.053357,0.031391,5.4
0.08851699999999996,0.055368,0.033148,5.5
0.09235899999999997,0.057402999999999996,0.034957,5.6
0.09627399999999997,0.059459,0.036815,5.7
0.10025899999999999,0.06153399999999999,0.038724999999999996,5.8
0.10431499999999994,0.063627,0.040687,5.9
0.10843800000000003,0.06573599999999999,0.042701,6.0
0.11262799999999995,0.067859,0.04476899999999999,6.1
0.11688200000000004,0.06999299999999999,0.046889,6.2
0.12119800000000003,0.07213499999999999,0.04906300000000001,6.3
0.12557400000000007,0.074284,0.051291,6.4
0.130008,0.07643600000000002,0.05357200000000001,6.5
0.13449600000000006,0.078588,0.055907999999999985,6.6
0.139038,0.08074,0.058298000000000016,6.7
0.14362799999999998,0.08288600000000002,0.06074199999999999,6.8
0.14826499999999998,0.08502499999999999,0.06324,6.9
0.152945,0.08715200000000001,0.065793,7.0
0.157667,0.08926699999999999,0.06840000000000002,7.1
0.162424,0.09136399999999999,0.071061,7.2
0.16721600000000003,0.09344099999999998,0.073775,7.3
0.1720379999999999,0.095496,0.07654200000000001,7.4
0.17688500000000007,0.097523,0.079363,7.5
0.18175599999999992,0.099521,0.082235,7.6
0.186647,0.101486,0.08516000000000001,7.7
0.19155100000000003,0.10341499999999999,0.08813700000000001,7.8
0.19646699999999995,0.10530400000000001,0.091163,7.9
0.20139000000000007,0.10715,0.09424,8.0
0.20631700000000008,0.10894899999999999,0.09736699999999998,8.1
0.211241,0.1107,0.100541,8.2
0.21616200000000008,0.11239899999999999,0.103763,8.3
0.22107299999999996,0.114041,0.107031,8.4
0.22597,0.11562499999999999,0.110345,8.5
0.23085100000000003,0.11714699999999999,0.113704,8.6
0.23570899999999995,0.11860299999999999,0.117105,8.7
0.24054200000000003,0.11999299999999999,0.12054900000000002,8.8
0.24534600000000006,0.121313,0.12403299999999999,8.9
0.2501150000000001,0.12255899999999999,0.12755699999999998,9.0
0.2548459999999999,0.12372799999999999,0.13111799999999998,9.1
0.259537,0.124821,0.134716,9.2
0.264181,0.125831,0.138349,9.3
0.268776,0.126761,0.14201500000000003,9.4
0.273318,0.127604,0.145714,9.5
0.277804,0.12836199999999998,0.14944200000000002,9.6
0.282229,0.12902999999999998,0.153199,9.7
0.28659100000000004,0.12960700000000003,0.156984,9.8
0.29088699999999995,0.130094,0.160793,9.9
